word	onset	offset	duration
Not	2.01	2.222	0.2120000000000002
so	2.276	2.542	0.266
fast,	2.596	2.91	0.31400000000000006
wesley?	2.98	3.87	0.8900000000000001
That's	7.09	7.546	0.4560000000000004
right,	7.578	7.87	0.2919999999999998
Wesley.	7.94	8.83	0.8899999999999997
I	9.25	9.614	0.36400000000000077
just	9.652	9.806	0.15399999999999991
stopped	9.828	10.154	0.3260000000000005
by	10.202	10.414	0.21199999999999974
to	10.452	10.606	0.15399999999999991
say	10.628	10.862	0.23399999999999999
that	10.916	11.52	0.6039999999999992
you're	11.97	12.346	0.37599999999999945
not	12.378	12.526	0.1479999999999997
a	12.548	12.686	0.1379999999999999
real	12.708	12.894	0.18599999999999994
doctor	12.932	13.63	0.6980000000000004
and	14.13	14.494	0.363999999999999
that	14.532	14.734	0.20199999999999996
woman's	14.772	15.146	0.37400000000000055
brain	15.178	15.95	0.7719999999999985
is	16.53	16.942	0.41199999999999903
fine.	16.996	17.454	0.45800000000000196
Oh,	17.572	17.854	0.28200000000000003
thank	17.892	18.094	0.20200000000000173
God.	18.132	18.72	0.5879999999999974
Hope.	27.93	28.68	0.75
Hope.	29.37	30.12	0.75
Drake.	31.37	32.162	0.791999999999998
You're	32.306	32.578	0.27200000000000557
not	32.594	32.774	0.17999999999999972
dying,	32.812	33.202	0.39000000000000057
Hope.	33.266	33.686	0.4200000000000017
You're	33.788	34.098	0.3100000000000023
going	34.114	34.198	0.08400000000000318
to	34.204	34.278	0.07399999999999807
live	34.284	34.454	0.1700000000000017
a	34.492	34.646	0.15400000000000347
long,	34.668	35.046	0.3780000000000001
healthy	35.148	35.73	0.5819999999999936
life	35.81	36.44	0.6299999999999955
with	37.05	37.462	0.41200000000000614
me,	37.516	38.12	0.6039999999999992
Drake.	38.57	39.43	0.8599999999999994
Okay.	44.27	45.02	0.75
Hi,	53.67	54.13	0.46000000000000085
Joey.	54.2	54.846	0.6459999999999937
It's	54.958	55.326	0.3680000000000021
Rachel.	55.358	56.13	0.7720000000000056
I	57.35	57.714	0.3639999999999972
am	57.752	58.194	0.44200000000000017
free	58.312	58.594	0.2820000000000036
tomorrow	58.632	58.974	0.34199999999999875
night.	59.022	59.62	0.597999999999999
Yeah,	61.91	62.37	0.46000000000000085
sure,	62.44	62.866	0.42600000000000193
I	62.968	63.138	0.1699999999999946
could	63.144	63.218	0.07400000000000517
bring	63.224	63.346	0.12199999999999989
some	63.368	63.506	0.13799999999999812
sandwiches.	63.528	64.45	0.9220000000000041
So,	71.29	71.75	0.45999999999999375
honey,	71.82	72.242	0.42200000000001125
this	72.306	72.92	0.6140000000000043
threesome	74.41	75.298	0.8880000000000052
thing.	75.394	76.04	0.6460000000000008
I	77.13	77.446	0.3160000000000025
mean,	77.468	77.762	0.29399999999999693
how	77.836	78.026	0.18999999999999773
are	78.048	78.138	0.09000000000000341
we	78.144	78.266	0.12199999999999989
even	78.288	78.426	0.13800000000000523
going	78.448	78.586	0.13800000000000523
to	78.608	78.794	0.18599999999999284
start	78.832	79.034	0.2020000000000124
to	79.072	79.274	0.20199999999999818
find?	79.312	79.706	0.39400000000000546
Actually,	79.808	80.17	0.36199999999999477
I've	80.24	80.518	0.2780000000000058
been	80.534	80.666	0.1319999999999908
making	80.688	80.826	0.13799999999999102
a	80.848	80.986	0.13800000000000523
list	81.008	81.146	0.13800000000000523
of	81.168	81.306	0.13799999999999102
all	81.328	81.418	0.09000000000000341
the	81.424	81.546	0.12199999999999989
women	81.568	81.754	0.18600000000000705
I	81.792	81.946	0.15399999999999636
know	81.968	82.106	0.13799999999999102
who	82.128	82.266	0.13800000000000523
might	82.288	82.426	0.13800000000000523
be	82.448	82.586	0.13800000000000523
into	82.608	82.794	0.18599999999999284
doing	82.832	83.034	0.2020000000000124
this.	83.072	83.66	0.5879999999999939
Oh,	85.55	86.346	0.7960000000000065
wow.	86.528	87.26	0.7319999999999993
Someone's	95.97	96.538	0.5679999999999978
been	96.554	96.686	0.132000000000005
doing	96.708	96.894	0.18600000000000705
their	96.932	97.086	0.15399999999999636
homework.	97.108	97.87	0.7620000000000005
Yeah.	99.09	99.55	0.45999999999999375
Oh,	99.62	99.806	0.18599999999999284
and	99.828	99.966	0.13799999999999102
I	99.988	100.126	0.13800000000000523
know	100.148	100.334	0.18600000000000705
Gil	100.372	100.586	0.21399999999999864
Roston	100.618	101.066	0.4480000000000075
is	101.098	101.246	0.14799999999999613
in	101.268	101.358	0.09000000000000341
there	101.364	101.534	0.1700000000000017
twice,	101.572	101.962	0.39000000000000057
but	102.026	102.446	0.4200000000000017
